city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Hanoi	26/09/2024	26.80 °C	75.0%	0.1 mm	12.6 kph	7.0
Hung Yen	26/09/2024	26.40 °C	80.0%	0.5 mm	11.9 kph	6.0
Ha Nam	26/09/2024	26.00 °C	83.0%	0.0 mm	13.0 kph	7.0
Hoa Binh	26/09/2024	26.20 °C	81.0%	0.1 mm	6.1 kph	7.0
Bac Ninh	26/09/2024	26.70 °C	78.0%	0.4 mm	12.2 kph	7.0
Vinh Phuc	26/09/2024	26.80 °C	75.0%	0.1 mm	12.6 kph	7.0
Phu Tho	26/09/2024	27.50 °C	79.0%	0.9 mm	15.1 kph	7.0
Hanoi	27/09/2024	27.50 °C	81.0%	0.8 mm	14.4 kph	7.0
Hung Yen	27/09/2024	27.20 °C	83.0%	1.8 mm	14.8 kph	7.0
Ha Nam	27/09/2024	27.20 °C	85.0%	0.9 mm	17.3 kph	7.0
Hoa Binh	27/09/2024	26.90 °C	85.0%	0.7 mm	7.2 kph	7.0
Bac Ninh	27/09/2024	27.00 °C	83.0%	5.8 mm	16.2 kph	7.0
Vinh Phuc	27/09/2024	27.50 °C	81.0%	0.8 mm	14.4 kph	7.0
Phu Tho	27/09/2024	27.10 °C	80.0%	3.3 mm	15.1 kph	7.0
Hanoi	28/09/2024	28.40 °C	82.0%	2.4 mm	16.9 kph	7.0
Hung Yen	28/09/2024	27.90 °C	86.0%	3.3 mm	17.6 kph	7.0
Ha Nam	28/09/2024	28.00 °C	85.0%	1.1 mm	16.6 kph	7.0
Hoa Binh	28/09/2024	28.10 °C	86.0%	2.2 mm	7.6 kph	7.0
Bac Ninh	28/09/2024	27.80 °C	86.0%	2.9 mm	20.2 kph	7.0
Vinh Phuc	28/09/2024	28.40 °C	82.0%	2.4 mm	16.9 kph	7.0
Phu Tho	28/09/2024	27.70 °C	78.0%	0.3 mm	9.0 kph	7.0
Hanoi	29/09/2024	28.00 °C	89.0%	20.3 mm	14.0 kph	7.0
Hung Yen	29/09/2024	28.30 °C	87.0%	3.2 mm	22.0 kph	7.0
Ha Nam	29/09/2024	28.70 °C	85.0%	2.1 mm	15.8 kph	7.0
Hoa Binh	29/09/2024	27.30 °C	91.0%	12.9 mm	6.1 kph	7.0
Bac Ninh	29/09/2024	27.70 °C	88.0%	35.0 mm	23.0 kph	7.0
Vinh Phuc	29/09/2024	28.00 °C	89.0%	20.3 mm	14.0 kph	7.0
Phu Tho	29/09/2024	28.70 °C	76.0%	0.3 mm	9.4 kph	7.0
Hanoi	30/09/2024	28.20 °C	82.0%	24.3 mm	17.6 kph	7.0
Hung Yen	30/09/2024	27.80 °C	83.0%	11.0 mm	17.6 kph	7.0
Ha Nam	30/09/2024	28.40 °C	85.0%	20.6 mm	12.2 kph	7.0
Hoa Binh	30/09/2024	27.10 °C	91.0%	16.0 mm	8.3 kph	7.0
Bac Ninh	30/09/2024	27.80 °C	83.0%	25.9 mm	20.9 kph	7.0
Vinh Phuc	30/09/2024	28.20 °C	82.0%	24.3 mm	17.6 kph	7.0
Phu Tho	30/09/2024	28.80 °C	76.0%	0.7 mm	11.9 kph	7.0
Hanoi	01/10/2024	25.70 °C	75.0%	7.4 mm	26.6 kph	6.0
Hung Yen	01/10/2024	26.10 °C	73.0%	3.3 mm	24.5 kph	7.0
Ha Nam	01/10/2024	26.60 °C	79.0%	11.3 mm	27.4 kph	6.0
Hoa Binh	01/10/2024	23.90 °C	92.0%	12.0 mm	10.4 kph	6.0
Bac Ninh	01/10/2024	25.40 °C	72.0%	2.2 mm	33.5 kph	6.0
Vinh Phuc	01/10/2024	25.70 °C	75.0%	7.4 mm	26.6 kph	6.0
Phu Tho	01/10/2024	28.40 °C	79.0%	9.3 mm	14.8 kph	7.0
Hanoi	02/10/2024	24.40 °C	60.0%	0.0 mm	21.2 kph	7.0
Hung Yen	02/10/2024	23.40 °C	62.0%	0.0 mm	19.4 kph	6.0
Ha Nam	02/10/2024	23.70 °C	66.0%	0.0 mm	23.0 kph	7.0
Hoa Binh	02/10/2024	23.30 °C	79.0%	0.3 mm	7.2 kph	6.0
Bac Ninh	02/10/2024	23.70 °C	56.0%	0.0 mm	28.4 kph	7.0
Vinh Phuc	02/10/2024	24.40 °C	60.0%	0.0 mm	21.2 kph	7.0
Phu Tho	02/10/2024	28.30 °C	78.0%	3.9 mm	11.2 kph	7.0
Hanoi	03/10/2024	23.60 °C	52.0%	0.0 mm	21.2 kph	7.0
Hung Yen	03/10/2024	23.10 °C	57.0%	0.0 mm	14.0 kph	7.0
Ha Nam	03/10/2024	22.80 °C	60.0%	0.0 mm	19.1 kph	7.0
Hoa Binh	03/10/2024	22.80 °C	62.0%	0.0 mm	7.6 kph	7.0
Bac Ninh	03/10/2024	22.90 °C	51.0%	0.0 mm	25.2 kph	7.0
Vinh Phuc	03/10/2024	23.60 °C	52.0%	0.0 mm	21.2 kph	7.0
Phu Tho	03/10/2024	26.80 °C	86.0%	27.1 mm	7.6 kph	6.0
Hanoi	04/10/2024	24.20 °C	56.0%	0.0 mm	9.0 kph	7.0
Hung Yen	04/10/2024	23.90 °C	60.0%	0.0 mm	9.7 kph	7.0
Ha Nam	04/10/2024	24.10 °C	70.0%	0.0 mm	11.5 kph	6.0
Hoa Binh	04/10/2024	23.00 °C	63.0%	0.0 mm	5.8 kph	7.0
Bac Ninh	04/10/2024	23.70 °C	56.0%	0.0 mm	9.7 kph	7.0
Vinh Phuc	04/10/2024	24.20 °C	56.0%	0.0 mm	9.0 kph	7.0
Phu Tho	04/10/2024	27.20 °C	79.0%	2.8 mm	12.2 kph	7.0
Hanoi	05/10/2024	25.10 °C	60.0%	0.0 mm	9.7 kph	7.0
Hung Yen	05/10/2024	24.80 °C	62.0%	0.0 mm	9.7 kph	8.0
Ha Nam	05/10/2024	24.20 °C	72.0%	0.0 mm	10.4 kph	7.0
Hoa Binh	05/10/2024	23.50 °C	71.0%	0.0 mm	6.1 kph	7.0
Bac Ninh	05/10/2024	24.60 °C	60.0%	0.0 mm	9.7 kph	8.0
Vinh Phuc	05/10/2024	25.10 °C	60.0%	0.0 mm	9.7 kph	7.0
Phu Tho	05/10/2024	27.60 °C	78.0%	5.0 mm	10.4 kph	7.0
Hanoi	06/10/2024	26.10 °C	59.0%	0.0 mm	10.4 kph	8.0
Hung Yen	06/10/2024	25.60 °C	62.0%	0.0 mm	9.0 kph	8.0
Ha Nam	06/10/2024	24.90 °C	70.0%	0.0 mm	10.1 kph	8.0
Hoa Binh	06/10/2024	24.20 °C	69.0%	0.0 mm	6.5 kph	7.0
Bac Ninh	06/10/2024	25.70 °C	59.0%	0.0 mm	9.7 kph	8.0
Vinh Phuc	06/10/2024	26.10 °C	59.0%	0.0 mm	10.4 kph	8.0
Phu Tho	06/10/2024	26.00 °C	88.0%	19.4 mm	9.4 kph	6.0
Hanoi	07/10/2024	27.60 °C	60.0%	0.0 mm	14.8 kph	8.0
Hung Yen	07/10/2024	26.60 °C	66.0%	0.0 mm	9.0 kph	8.0
Ha Nam	07/10/2024	24.90 °C	76.0%	0.0 mm	9.7 kph	6.0
Hoa Binh	07/10/2024	26.00 °C	68.0%	0.1 mm	8.6 kph	7.0
Bac Ninh	07/10/2024	27.40 °C	60.0%	0.0 mm	16.2 kph	8.0
Vinh Phuc	07/10/2024	27.60 °C	60.0%	0.0 mm	14.8 kph	8.0
Phu Tho	07/10/2024	27.00 °C	84.0%	16.6 mm	10.4 kph	7.0
Hanoi	08/10/2024	27.90 °C	58.0%	0.0 mm	15.5 kph	8.0
Hung Yen	08/10/2024	26.80 °C	66.0%	0.0 mm	13.7 kph	7.0
Ha Nam	08/10/2024	26.10 °C	72.0%	0.1 mm	10.8 kph	6.0
Hoa Binh	08/10/2024	26.40 °C	66.0%	0.0 mm	7.2 kph	7.0
Bac Ninh	08/10/2024	27.00 °C	61.0%	0.0 mm	15.5 kph	8.0
Vinh Phuc	08/10/2024	27.90 °C	58.0%	0.0 mm	15.5 kph	8.0
Phu Tho	08/10/2024	27.00 °C	83.0%	9.1 mm	9.0 kph	7.0
Hanoi	09/10/2024	27.80 °C	59.0%	0.0 mm	13.7 kph	8.0
Hung Yen	09/10/2024	26.60 °C	63.0%	0.0 mm	13.7 kph	8.0
Ha Nam	09/10/2024	25.70 °C	74.0%	0.1 mm	11.9 kph	7.0
Hoa Binh	09/10/2024	25.70 °C	70.0%	0.1 mm	8.6 kph	7.0
Bac Ninh	09/10/2024	27.20 °C	59.0%	0.0 mm	13.7 kph	8.0
Vinh Phuc	09/10/2024	27.80 °C	59.0%	0.0 mm	13.7 kph	8.0
Phu Tho	09/10/2024	26.00 °C	87.0%	3.5 mm	9.0 kph	6.0
Hanoi	10/10/2024	27.40 °C	61.0%	0.0 mm	15.1 kph	8.0
Hung Yen	10/10/2024	26.00 °C	64.0%	0.0 mm	14.4 kph	8.0
Ha Nam	10/10/2024	25.50 °C	73.0%	0.0 mm	13.3 kph	7.0
Hoa Binh	10/10/2024	26.00 °C	72.0%	0.1 mm	7.6 kph	7.0
Bac Ninh	10/10/2024	26.40 °C	61.0%	0.0 mm	13.0 kph	8.0
Vinh Phuc	10/10/2024	27.40 °C	61.0%	0.0 mm	15.1 kph	8.0
Phu Tho	10/10/2024	27.20 °C	82.0%	6.1 mm	10.1 kph	7.0
Hanoi	11/10/2024	27.00 °C	60.0%	0.0 mm	16.9 kph	8.0
Hung Yen	11/10/2024	25.80 °C	65.0%	0.0 mm	14.8 kph	8.0
Ha Nam	11/10/2024	25.60 °C	72.0%	0.0 mm	13.7 kph	8.0
Hoa Binh	11/10/2024	25.50 °C	73.0%	0.0 mm	8.6 kph	8.0
Bac Ninh	11/10/2024	26.10 °C	62.0%	0.0 mm	17.6 kph	8.0
Vinh Phuc	11/10/2024	27.00 °C	60.0%	0.0 mm	16.9 kph	8.0
Phu Tho	11/10/2024	27.80 °C	82.0%	7.1 mm	11.9 kph	7.0
Hanoi	12/10/2024	26.30 °C	73.0%	1.4 mm	15.5 kph	7.0
Hung Yen	12/10/2024	26.20 °C	76.0%	0.4 mm	19.4 kph	7.0
Ha Nam	12/10/2024	25.80 °C	79.0%	2.2 mm	15.8 kph	6.0
Hoa Binh	12/10/2024	24.60 °C	79.0%	1.9 mm	7.6 kph	6.0
Bac Ninh	12/10/2024	25.90 °C	73.0%	0.5 mm	20.2 kph	7.0
Vinh Phuc	12/10/2024	26.30 °C	73.0%	1.4 mm	15.5 kph	7.0
Phu Tho	12/10/2024	27.70 °C	83.0%	10.8 mm	10.4 kph	7.0
Hanoi	13/10/2024	26.90 °C	76.0%	4.1 mm	15.1 kph	7.0
Hung Yen	13/10/2024	26.60 °C	76.0%	1.0 mm	18.7 kph	7.0
Ha Nam	13/10/2024	26.30 °C	81.0%	4.0 mm	14.8 kph	6.0
Hoa Binh	13/10/2024	25.70 °C	83.0%	1.1 mm	9.0 kph	7.0
Bac Ninh	13/10/2024	26.60 °C	74.0%	0.1 mm	19.4 kph	7.0
Vinh Phuc	13/10/2024	26.90 °C	76.0%	4.1 mm	15.1 kph	7.0
Phu Tho	13/10/2024	27.70 °C	84.0%	10.4 mm	10.1 kph	7.0
Hanoi	14/10/2024	27.20 °C	73.0%	0.4 mm	15.1 kph	7.0
Hung Yen	14/10/2024	26.80 °C	75.0%	0.2 mm	17.6 kph	7.0
Ha Nam	14/10/2024	26.30 °C	82.0%	1.3 mm	14.0 kph	7.0
Hoa Binh	14/10/2024	25.70 °C	82.0%	0.9 mm	9.7 kph	7.0
Bac Ninh	14/10/2024	26.90 °C	72.0%	0.1 mm	15.8 kph	7.0
Vinh Phuc	14/10/2024	27.20 °C	73.0%	0.4 mm	15.1 kph	7.0
Phu Tho	14/10/2024	27.80 °C	82.0%	15.5 mm	10.1 kph	7.0
Hanoi	15/10/2024	27.60 °C	74.0%	4.2 mm	16.2 kph	7.0
Hung Yen	15/10/2024	27.30 °C	75.0%	1.0 mm	22.3 kph	7.0
Ha Nam	15/10/2024	26.40 °C	85.0%	7.9 mm	15.8 kph	6.0
Hoa Binh	15/10/2024	25.90 °C	86.0%	11.0 mm	8.6 kph	6.0
Bac Ninh	15/10/2024	27.40 °C	72.0%	0.5 mm	19.8 kph	7.0
Vinh Phuc	15/10/2024	27.60 °C	74.0%	4.2 mm	16.2 kph	7.0
Phu Tho	15/10/2024	27.50 °C	83.0%	19.8 mm	11.5 kph	7.0
Hanoi	16/10/2024	27.40 °C	71.0%	0.3 mm	14.4 kph	7.0
Hung Yen	16/10/2024	27.10 °C	71.0%	0.4 mm	20.2 kph	7.0
Ha Nam	16/10/2024	25.60 °C	87.0%	15.2 mm	17.3 kph	6.0
Hoa Binh	16/10/2024	25.40 °C	86.0%	9.1 mm	6.1 kph	6.0
Bac Ninh	16/10/2024	27.00 °C	72.0%	0.2 mm	13.3 kph	7.0
Vinh Phuc	16/10/2024	27.40 °C	71.0%	0.3 mm	14.4 kph	7.0
Phu Tho	16/10/2024	26.80 °C	84.0%	6.3 mm	8.6 kph	7.0
Hanoi	17/10/2024	28.00 °C	70.0%	0.2 mm	15.5 kph	7.0
Hung Yen	17/10/2024	27.10 °C	74.0%	0.2 mm	15.8 kph	7.0
Ha Nam	17/10/2024	26.10 °C	85.0%	1.0 mm	10.4 kph	6.0
Hoa Binh	17/10/2024	26.30 °C	81.0%	0.6 mm	6.5 kph	7.0
Bac Ninh	17/10/2024	27.50 °C	70.0%	0.1 mm	16.6 kph	7.0
Vinh Phuc	17/10/2024	28.00 °C	70.0%	0.2 mm	15.5 kph	7.0
Phu Tho	17/10/2024	26.60 °C	85.0%	9.9 mm	8.6 kph	7.0
Hanoi	18/10/2024	28.00 °C	74.0%	2.8 mm	15.1 kph	7.0
Hung Yen	18/10/2024	27.40 °C	77.0%	1.8 mm	15.8 kph	7.0
Ha Nam	18/10/2024	26.90 °C	82.0%	1.2 mm	14.0 kph	7.0
Hoa Binh	18/10/2024	26.20 °C	87.0%	15.0 mm	6.5 kph	6.0
Bac Ninh	18/10/2024	27.70 °C	75.0%	3.5 mm	15.8 kph	7.0
Vinh Phuc	18/10/2024	28.00 °C	74.0%	2.8 mm	15.1 kph	7.0
Phu Tho	18/10/2024	26.00 °C	88.0%	18.8 mm	10.1 kph	6.0
Hanoi	19/10/2024	27.60 °C	77.0%	17.0 mm	14.8 kph	7.0
Hung Yen	19/10/2024	27.30 °C	77.0%	4.9 mm	18.4 kph	7.0
Ha Nam	19/10/2024	26.50 °C	85.0%	14.2 mm	9.0 kph	6.0
Hoa Binh	19/10/2024	25.10 °C	88.0%	15.3 mm	6.8 kph	6.0
Bac Ninh	19/10/2024	27.60 °C	74.0%	4.9 mm	17.3 kph	7.0
Vinh Phuc	19/10/2024	27.60 °C	77.0%	17.0 mm	14.8 kph	7.0
Phu Tho	19/10/2024	25.30 °C	90.0%	10.9 mm	15.1 kph	6.0
Hanoi	20/10/2024	27.70 °C	73.0%	12.6 mm	16.9 kph	7.0
Hung Yen	20/10/2024	27.40 °C	76.0%	2.5 mm	23.4 kph	7.0
Ha Nam	20/10/2024	26.60 °C	82.0%	12.8 mm	21.6 kph	7.0
Hoa Binh	20/10/2024	24.90 °C	85.0%	9.1 mm	9.4 kph	6.0
Bac Ninh	20/10/2024	27.60 °C	71.0%	0.5 mm	16.2 kph	7.0
Vinh Phuc	20/10/2024	27.70 °C	73.0%	12.6 mm	16.9 kph	7.0
Phu Tho	20/10/2024	26.10 °C	87.0%	21.2 mm	13.7 kph	7.0
Hanoi	21/10/2024	25.50 °C	82.0%	6.9 mm	7.9 kph	6.0
Hung Yen	21/10/2024	25.10 °C	88.0%	22.2 mm	14.4 kph	6.0
Ha Nam	21/10/2024	25.30 °C	91.0%	24.9 mm	13.7 kph	6.0
Hoa Binh	21/10/2024	22.10 °C	94.0%	12.7 mm	3.6 kph	5.0
Bac Ninh	21/10/2024	25.60 °C	80.0%	4.7 mm	9.4 kph	6.0
Vinh Phuc	21/10/2024	25.50 °C	82.0%	6.9 mm	7.9 kph	6.0
Phu Tho	21/10/2024	26.30 °C	87.0%	6.3 mm	13.3 kph	7.0
Hanoi	22/10/2024	27.90 °C	67.0%	1.5 mm	20.5 kph	7.0
Hung Yen	22/10/2024	27.40 °C	71.0%	1.8 mm	13.3 kph	7.0
Ha Nam	22/10/2024	25.90 °C	83.0%	11.8 mm	16.6 kph	7.0
Hoa Binh	22/10/2024	23.70 °C	78.0%	2.5 mm	7.9 kph	6.0
Bac Ninh	22/10/2024	27.80 °C	67.0%	0.6 mm	25.2 kph	7.0
Vinh Phuc	22/10/2024	27.90 °C	67.0%	1.5 mm	20.5 kph	7.0
Phu Tho	22/10/2024	24.40 °C	95.0%	27.7 mm	12.6 kph	6.0
Hanoi	23/10/2024	27.60 °C	53.0%	0.0 mm	21.6 kph	8.0
Hung Yen	23/10/2024	26.40 °C	61.0%	0.0 mm	19.1 kph	8.0
Ha Nam	23/10/2024	24.90 °C	77.0%	3.3 mm	19.8 kph	6.0
Hoa Binh	23/10/2024	25.00 °C	74.0%	2.3 mm	9.0 kph	6.0
Bac Ninh	23/10/2024	26.70 °C	52.0%	0.0 mm	26.3 kph	8.0
Vinh Phuc	23/10/2024	27.60 °C	53.0%	0.0 mm	21.6 kph	8.0
Phu Tho	23/10/2024	25.00 °C	91.0%	9.1 mm	10.8 kph	6.0
Hanoi	24/10/2024	26.60 °C	49.0%	0.0 mm	10.8 kph	8.0
Hung Yen	24/10/2024	25.00 °C	53.0%	0.0 mm	10.1 kph	8.0
Ha Nam	24/10/2024	24.80 °C	69.0%	0.1 mm	14.4 kph	7.0
Hoa Binh	24/10/2024	24.90 °C	63.0%	0.0 mm	6.8 kph	8.0
Bac Ninh	24/10/2024	25.40 °C	47.0%	0.0 mm	13.7 kph	8.0
Vinh Phuc	24/10/2024	26.60 °C	49.0%	0.0 mm	10.8 kph	8.0
Phu Tho	24/10/2024	26.80 °C	78.0%	0.5 mm	13.0 kph	7.0
Hanoi	25/10/2024	26.40 °C	42.0%	0.0 mm	13.3 kph	8.0
Hung Yen	25/10/2024	25.10 °C	46.0%	0.0 mm	11.5 kph	8.0
Ha Nam	25/10/2024	24.40 °C	62.0%	0.0 mm	17.6 kph	7.0
Hoa Binh	25/10/2024	25.10 °C	60.0%	0.0 mm	6.5 kph	8.0
Bac Ninh	25/10/2024	25.10 °C	41.0%	0.0 mm	18.7 kph	8.0
Vinh Phuc	25/10/2024	26.40 °C	42.0%	0.0 mm	13.3 kph	8.0
Phu Tho	25/10/2024	27.30 °C	80.0%	2.4 mm	15.1 kph	7.0
Hanoi	26/10/2024	26.60 °C	42.0%	0.8 mm	25.9 kph	7.0
Hung Yen	26/10/2024	25.10 °C	47.0%	1.2 mm	25.9 kph	6.0
Ha Nam	26/10/2024	24.50 °C	56.0%	2.5 mm	28.4 kph	6.0
Hoa Binh	26/10/2024	25.30 °C	53.0%	0.1 mm	13.7 kph	8.0
Bac Ninh	26/10/2024	25.60 °C	43.0%	0.6 mm	31.3 kph	7.0
Vinh Phuc	26/10/2024	26.60 °C	42.0%	0.8 mm	25.9 kph	7.0
Phu Tho	26/10/2024	26.50 °C	83.0%	1.9 mm	13.7 kph	6.0
Hanoi	27/10/2024	19.80 °C	87.0%	31.8 mm	21.2 kph	5.0
Hung Yen	27/10/2024	20.70 °C	80.0%	16.0 mm	23.8 kph	5.0
Ha Nam	27/10/2024	19.70 °C	90.0%	45.2 mm	28.4 kph	5.0
Hoa Binh	27/10/2024	19.20 °C	94.0%	43.5 mm	9.4 kph	5.0
Bac Ninh	27/10/2024	20.10 °C	82.0%	19.8 mm	28.1 kph	5.0
Vinh Phuc	27/10/2024	19.80 °C	87.0%	31.8 mm	21.2 kph	5.0
Phu Tho	27/10/2024	25.70 °C	87.0%	4.3 mm	10.1 kph	6.0
Hanoi	28/10/2024	20.10 °C	88.0%	4.1 mm	20.2 kph	5.0
Hung Yen	28/10/2024	20.10 °C	78.0%	12.9 mm	20.2 kph	5.0
Ha Nam	28/10/2024	19.90 °C	88.0%	14.1 mm	29.5 kph	5.0
Hoa Binh	28/10/2024	19.30 °C	94.0%	4.1 mm	8.3 kph	5.0
Bac Ninh	28/10/2024	20.60 °C	76.0%	3.1 mm	23.0 kph	5.0
Vinh Phuc	28/10/2024	20.10 °C	88.0%	4.1 mm	20.2 kph	5.0
Phu Tho	28/10/2024	23.20 °C	96.0%	23.5 mm	8.3 kph	5.0
Hanoi	29/10/2024	20.30 °C	87.0%	3.9 mm	14.4 kph	5.0
Hung Yen	29/10/2024	20.00 °C	86.0%	4.4 mm	13.3 kph	5.0
Ha Nam	29/10/2024	20.30 °C	88.0%	6.0 mm	22.7 kph	5.0
Hoa Binh	29/10/2024	19.60 °C	92.0%	2.5 mm	5.4 kph	5.0
Bac Ninh	29/10/2024	19.60 °C	88.0%	17.9 mm	17.3 kph	5.0
Vinh Phuc	29/10/2024	20.30 °C	87.0%	3.9 mm	14.4 kph	5.0
Phu Tho	29/10/2024	25.20 °C	84.0%	2.4 mm	17.6 kph	6.0
Hanoi	30/10/2024	24.20 °C	66.0%	0.0 mm	10.8 kph	6.0
Hung Yen	30/10/2024	22.80 °C	75.0%	0.6 mm	6.8 kph	6.0
Ha Nam	30/10/2024	22.40 °C	82.0%	0.4 mm	10.4 kph	6.0
Hoa Binh	30/10/2024	23.80 °C	75.0%	0.0 mm	7.2 kph	6.0
Bac Ninh	30/10/2024	22.60 °C	71.0%	0.0 mm	9.4 kph	5.0
Vinh Phuc	30/10/2024	24.20 °C	66.0%	0.0 mm	10.8 kph	6.0
Phu Tho	30/10/2024	26.40 °C	82.0%	1.9 mm	14.0 kph	7.0
Hanoi	31/10/2024	26.90 °C	59.0%	0.0 mm	9.4 kph	8.0
Hung Yen	31/10/2024	26.00 °C	66.0%	0.0 mm	8.3 kph	8.0
Ha Nam	31/10/2024	24.80 °C	77.0%	0.0 mm	10.4 kph	8.0
Hoa Binh	31/10/2024	24.00 °C	73.0%	0.0 mm	5.0 kph	7.0
Bac Ninh	31/10/2024	26.20 °C	62.0%	0.0 mm	9.4 kph	8.0
Vinh Phuc	31/10/2024	26.90 °C	59.0%	0.0 mm	9.4 kph	8.0
Phu Tho	31/10/2024	26.70 °C	81.0%	1.2 mm	17.6 kph	7.0
Hanoi	01/11/2024	27.50 °C	49.0%	0.0 mm	20.2 kph	8.0
Hung Yen	01/11/2024	26.50 °C	52.0%	0.0 mm	15.1 kph	8.0
Ha Nam	01/11/2024	25.60 °C	65.0%	0.0 mm	17.3 kph	8.0
Hoa Binh	01/11/2024	25.40 °C	65.0%	0.0 mm	7.2 kph	8.0
Bac Ninh	01/11/2024	26.60 °C	46.0%	0.0 mm	25.6 kph	8.0
Vinh Phuc	01/11/2024	27.50 °C	49.0%	0.0 mm	20.2 kph	8.0
Phu Tho	01/11/2024	26.10 °C	85.0%	5.0 mm	15.1 kph	7.0
Hanoi	02/11/2024	26.00 °C	42.0%	0.0 mm	22.7 kph	8.0
Hung Yen	02/11/2024	24.80 °C	43.0%	0.0 mm	23.0 kph	8.0
Ha Nam	02/11/2024	23.80 °C	59.0%	0.0 mm	22.7 kph	7.0
Hoa Binh	02/11/2024	24.20 °C	54.0%	0.0 mm	10.1 kph	7.0
Bac Ninh	02/11/2024	25.10 °C	41.0%	0.0 mm	29.5 kph	8.0
Vinh Phuc	02/11/2024	26.00 °C	42.0%	0.0 mm	22.7 kph	8.0
Phu Tho	02/11/2024	24.50 °C	92.0%	6.5 mm	16.2 kph	6.0
Hanoi	03/11/2024	25.40 °C	54.0%	0.0 mm	11.2 kph	8.0
Hung Yen	03/11/2024	24.60 °C	59.0%	4.5 mm	16.9 kph	7.0
Ha Nam	03/11/2024	23.50 °C	71.0%	1.4 mm	14.0 kph	6.0
Hoa Binh	03/11/2024	23.40 °C	62.0%	0.0 mm	6.1 kph	7.0
Bac Ninh	03/11/2024	24.90 °C	54.0%	0.0 mm	12.6 kph	7.0
Vinh Phuc	03/11/2024	25.40 °C	54.0%	0.0 mm	11.2 kph	8.0
Phu Tho	03/11/2024	25.70 °C	87.0%	8.4 mm	11.9 kph	7.0
Hanoi	04/11/2024	25.10 °C	62.0%	0.0 mm	18.0 kph	6.0
Hung Yen	04/11/2024	23.10 °C	78.0%	7.4 mm	11.5 kph	5.0
Ha Nam	04/11/2024	23.20 °C	81.0%	10.5 mm	18.4 kph	6.0
Hoa Binh	04/11/2024	23.60 °C	66.0%	0.0 mm	9.7 kph	6.0
Bac Ninh	04/11/2024	24.40 °C	63.0%	0.0 mm	18.4 kph	6.0
Vinh Phuc	04/11/2024	25.10 °C	62.0%	0.0 mm	18.0 kph	6.0
Phu Tho	04/11/2024	26.50 °C	85.0%	15.4 mm	14.8 kph	7.0
Hanoi	05/11/2024	20.90 °C	82.0%	5.3 mm	17.6 kph	5.0
Hung Yen	05/11/2024	21.80 °C	78.0%	1.1 mm	7.9 kph	5.0
Ha Nam	05/11/2024	20.10 °C	92.0%	12.5 mm	19.8 kph	5.0
Hoa Binh	05/11/2024	19.80 °C	90.0%	5.8 mm	5.4 kph	5.0
Bac Ninh	05/11/2024	20.50 °C	85.0%	4.2 mm	17.3 kph	5.0
Vinh Phuc	05/11/2024	20.90 °C	82.0%	5.3 mm	17.6 kph	5.0
Phu Tho	05/11/2024	26.70 °C	82.0%	14.3 mm	9.0 kph	7.0
Hanoi	06/11/2024	23.10 °C	62.0%	0.3 mm	10.4 kph	6.0
Hung Yen	06/11/2024	24.00 °C	61.0%	0.0 mm	6.5 kph	6.0
Ha Nam	06/11/2024	21.20 °C	80.0%	0.0 mm	11.2 kph	5.0
Hoa Binh	06/11/2024	21.40 °C	71.0%	0.5 mm	4.7 kph	5.0
Bac Ninh	06/11/2024	22.90 °C	60.0%	0.0 mm	11.5 kph	5.0
Vinh Phuc	06/11/2024	23.10 °C	62.0%	0.3 mm	10.4 kph	6.0
Phu Tho	06/11/2024	26.60 °C	83.0%	9.9 mm	9.0 kph	7.0
Hanoi	07/11/2024	24.40 °C	58.0%	0.0 mm	11.2 kph	6.0
Hung Yen	07/11/2024	24.50 °C	61.0%	0.0 mm	16.6 kph	7.0
Ha Nam	07/11/2024	21.90 °C	74.0%	0.3 mm	7.9 kph	5.0
Hoa Binh	07/11/2024	22.10 °C	69.0%	0.0 mm	4.7 kph	6.0
Bac Ninh	07/11/2024	24.90 °C	56.0%	0.0 mm	12.2 kph	6.0
Vinh Phuc	07/11/2024	24.40 °C	58.0%	0.0 mm	11.2 kph	6.0
Phu Tho	07/11/2024	26.20 °C	85.0%	13.0 mm	6.1 kph	7.0
Hanoi	08/11/2024	25.10 °C	59.0%	0.0 mm	15.1 kph	7.0
Hung Yen	08/11/2024	24.10 °C	63.0%	0.0 mm	14.8 kph	7.0
Ha Nam	08/11/2024	23.20 °C	76.0%	0.7 mm	14.0 kph	6.0
Hoa Binh	08/11/2024	23.10 °C	70.0%	0.2 mm	5.4 kph	6.0
Bac Ninh	08/11/2024	24.60 °C	60.0%	0.0 mm	14.4 kph	7.0
Vinh Phuc	08/11/2024	25.10 °C	59.0%	0.0 mm	15.1 kph	7.0
Phu Tho	08/11/2024	25.30 °C	85.0%	0.7 mm	8.3 kph	6.0
Hanoi	09/11/2024	24.90 °C	53.0%	0.0 mm	8.6 kph	8.0
Hung Yen	09/11/2024	23.80 °C	53.0%	0.0 mm	13.3 kph	8.0
Ha Nam	09/11/2024	22.50 °C	70.0%	0.0 mm	10.1 kph	7.0
Hoa Binh	09/11/2024	23.00 °C	65.0%	0.0 mm	5.8 kph	7.0
Bac Ninh	09/11/2024	24.00 °C	51.0%	0.0 mm	9.0 kph	8.0
Vinh Phuc	09/11/2024	24.90 °C	53.0%	0.0 mm	8.6 kph	8.0
