city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Ba Ria Vung Tau	17/09/2024	26.50 °C	86.0%	24.7 mm	27.7 kph	6.0
Tien Giang	17/09/2024	27.80 °C	82.0%	26.5 mm	15.1 kph	7.0
Tay Ninh	17/09/2024	26.10 °C	85.0%	15.2 mm	17.3 kph	6.0
Binh Duong	17/09/2024	26.90 °C	81.0%	8.6 mm	19.4 kph	6.0
Ho Chi Minh City	18/09/2024	25.50 °C	90.0%	13.7 mm	16.9 kph	6.0
Binh Phuoc	18/09/2024	25.50 °C	90.0%	10.8 mm	21.2 kph	6.0
Dong Nai	18/09/2024	26.00 °C	89.0%	24.0 mm	17.3 kph	6.0
Ba Ria Vung Tau	18/09/2024	26.40 °C	86.0%	11.8 mm	27.4 kph	6.0
Tien Giang	18/09/2024	25.60 °C	92.0%	24.9 mm	16.2 kph	6.0
Tay Ninh	18/09/2024	26.10 °C	84.0%	5.6 mm	19.4 kph	6.0
Binh Duong	18/09/2024	25.40 °C	87.0%	13.3 mm	12.6 kph	6.0
Ho Chi Minh City	19/09/2024	26.00 °C	88.0%	8.7 mm	22.7 kph	6.0
Binh Phuoc	19/09/2024	25.90 °C	89.0%	9.4 mm	24.8 kph	6.0
Dong Nai	19/09/2024	24.70 °C	92.0%	82.3 mm	34.9 kph	6.0
Ba Ria Vung Tau	19/09/2024	26.80 °C	85.0%	11.5 mm	35.6 kph	6.0
Tien Giang	19/09/2024	27.10 °C	82.0%	8.9 mm	19.4 kph	7.0
Tay Ninh	19/09/2024	26.10 °C	84.0%	1.7 mm	25.9 kph	6.0
Binh Duong	19/09/2024	24.10 °C	92.0%	245.9 mm	26.6 kph	6.0
Ho Chi Minh City	20/09/2024	26.60 °C	86.0%	8.7 mm	22.7 kph	6.0
Binh Phuoc	20/09/2024	26.50 °C	86.0%	6.5 mm	23.8 kph	6.0
Dong Nai	20/09/2024	25.40 °C	93.0%	128.8 mm	26.3 kph	6.0
Ba Ria Vung Tau	20/09/2024	27.30 °C	83.0%	9.5 mm	30.2 kph	6.0
Tien Giang	20/09/2024	26.00 °C	89.0%	17.1 mm	11.9 kph	6.0
Tay Ninh	20/09/2024	27.50 °C	79.0%	12.2 mm	25.6 kph	7.0
Binh Duong	20/09/2024	26.90 °C	79.0%	2.4 mm	11.9 kph	6.0
Ho Chi Minh City	21/09/2024	26.70 °C	84.0%	6.5 mm	24.1 kph	6.0
Binh Phuoc	21/09/2024	26.70 °C	85.0%	4.4 mm	23.8 kph	7.0
Dong Nai	21/09/2024	26.70 °C	87.0%	16.3 mm	10.4 kph	6.0
Ba Ria Vung Tau	21/09/2024	27.20 °C	83.0%	12.5 mm	25.2 kph	6.0
Tien Giang	21/09/2024	27.80 °C	84.0%	19.4 mm	15.8 kph	7.0
Tay Ninh	21/09/2024	27.40 °C	80.0%	3.6 mm	27.7 kph	7.0
Binh Duong	21/09/2024	27.20 °C	84.0%	12.6 mm	13.0 kph	7.0
Ho Chi Minh City	22/09/2024	25.10 °C	91.0%	3.2 mm	11.2 kph	6.0
Binh Phuoc	22/09/2024	25.00 °C	91.0%	5.2 mm	12.2 kph	6.0
Dong Nai	22/09/2024	24.30 °C	96.0%	213.9 mm	23.0 kph	5.0
Ba Ria Vung Tau	22/09/2024	26.40 °C	83.0%	7.7 mm	27.0 kph	6.0
Tien Giang	22/09/2024	25.10 °C	89.0%	24.7 mm	22.7 kph	6.0
Tay Ninh	22/09/2024	26.40 °C	85.0%	1.9 mm	18.4 kph	6.0
Binh Duong	22/09/2024	24.80 °C	94.0%	23.5 mm	14.8 kph	6.0
Ho Chi Minh City	23/09/2024	26.20 °C	84.0%	5.6 mm	9.7 kph	6.0
Binh Phuoc	23/09/2024	26.20 °C	85.0%	6.0 mm	10.8 kph	6.0
Dong Nai	23/09/2024	22.00 °C	94.0%	76.4 mm	21.6 kph	5.0
Ba Ria Vung Tau	23/09/2024	26.90 °C	81.0%	4.1 mm	13.7 kph	6.0
Tien Giang	23/09/2024	25.20 °C	73.0%	0.0 mm	13.7 kph	6.0
Tay Ninh	23/09/2024	27.30 °C	77.0%	3.0 mm	18.0 kph	7.0
Binh Duong	23/09/2024	24.20 °C	93.0%	22.6 mm	14.4 kph	5.0
Ho Chi Minh City	24/09/2024	27.20 °C	79.0%	0.0 mm	7.2 kph	8.0
Binh Phuoc	24/09/2024	26.60 °C	82.0%	0.0 mm	8.3 kph	7.0
Dong Nai	24/09/2024	22.20 °C	87.0%	0.9 mm	11.2 kph	5.0
Ba Ria Vung Tau	24/09/2024	27.60 °C	79.0%	0.0 mm	12.2 kph	7.0
Tien Giang	24/09/2024	23.40 °C	82.0%	1.1 mm	13.3 kph	6.0
Tay Ninh	24/09/2024	27.90 °C	74.0%	2.4 mm	8.6 kph	7.0
Binh Duong	24/09/2024	25.80 °C	86.0%	2.1 mm	14.8 kph	6.0
Ho Chi Minh City	25/09/2024	27.30 °C	82.0%	12.9 mm	10.1 kph	7.0
Binh Phuoc	25/09/2024	27.10 °C	84.0%	15.2 mm	9.4 kph	7.0
Dong Nai	25/09/2024	23.90 °C	85.0%	0.2 mm	4.7 kph	6.0
Ba Ria Vung Tau	25/09/2024	27.50 °C	78.0%	4.3 mm	14.0 kph	6.0
Tien Giang	25/09/2024	24.50 °C	85.0%	0.1 mm	7.6 kph	6.0
Tay Ninh	25/09/2024	28.20 °C	76.0%	34.6 mm	8.3 kph	7.0
Binh Duong	25/09/2024	25.90 °C	84.0%	6.1 mm	10.1 kph	6.0
Ho Chi Minh City	26/09/2024	27.50 °C	79.0%	0.9 mm	15.1 kph	7.0
Binh Phuoc	26/09/2024	27.30 °C	79.0%	0.1 mm	15.5 kph	7.0
Dong Nai	26/09/2024	25.50 °C	83.0%	2.0 mm	12.2 kph	6.0
Ba Ria Vung Tau	26/09/2024	27.50 °C	78.0%	1.7 mm	16.2 kph	6.0
Tien Giang	26/09/2024	26.80 °C	75.0%	0.1 mm	12.6 kph	7.0
Tay Ninh	26/09/2024	28.40 °C	75.0%	5.6 mm	18.0 kph	7.0
Binh Duong	26/09/2024	26.60 °C	84.0%	0.2 mm	12.2 kph	6.0
Ho Chi Minh City	27/09/2024	27.10 °C	80.0%	3.3 mm	15.1 kph	7.0
Binh Phuoc	27/09/2024	26.90 °C	81.0%	1.9 mm	16.2 kph	7.0
Dong Nai	27/09/2024	27.20 °C	86.0%	1.0 mm	10.8 kph	7.0
Ba Ria Vung Tau	27/09/2024	27.60 °C	77.0%	7.9 mm	19.4 kph	6.0
Tien Giang	27/09/2024	27.50 °C	81.0%	0.8 mm	14.4 kph	7.0
Tay Ninh	27/09/2024	27.70 °C	78.0%	5.7 mm	15.8 kph	7.0
Binh Duong	27/09/2024	26.80 °C	83.0%	0.0 mm	15.5 kph	7.0
Ho Chi Minh City	28/09/2024	27.70 °C	78.0%	0.3 mm	9.0 kph	7.0
Binh Phuoc	28/09/2024	27.50 °C	80.0%	0.2 mm	9.7 kph	7.0
Dong Nai	28/09/2024	28.00 °C	83.0%	0.5 mm	14.0 kph	7.0
Ba Ria Vung Tau	28/09/2024	27.90 °C	77.0%	0.1 mm	14.4 kph	6.0
Tien Giang	28/09/2024	28.40 °C	82.0%	2.4 mm	16.9 kph	7.0
Tay Ninh	28/09/2024	28.60 °C	74.0%	0.1 mm	13.3 kph	7.0
Binh Duong	28/09/2024	27.20 °C	84.0%	1.6 mm	13.0 kph	7.0
Ho Chi Minh City	29/09/2024	28.70 °C	76.0%	0.3 mm	9.4 kph	7.0
Binh Phuoc	29/09/2024	28.60 °C	76.0%	0.2 mm	9.7 kph	7.0
Dong Nai	29/09/2024	28.80 °C	79.0%	0.8 mm	13.3 kph	7.0
Ba Ria Vung Tau	29/09/2024	28.10 °C	81.0%	0.5 mm	19.1 kph	6.0
Tien Giang	29/09/2024	28.00 °C	89.0%	20.3 mm	14.0 kph	7.0
Tay Ninh	29/09/2024	30.00 °C	68.0%	0.0 mm	14.0 kph	7.0
Binh Duong	29/09/2024	27.20 °C	83.0%	2.5 mm	11.9 kph	7.0
Ho Chi Minh City	30/09/2024	28.80 °C	76.0%	0.7 mm	11.9 kph	7.0
Binh Phuoc	30/09/2024	28.20 °C	79.0%	2.0 mm	9.7 kph	7.0
Dong Nai	30/09/2024	28.50 °C	80.0%	3.3 mm	10.4 kph	7.0
Ba Ria Vung Tau	30/09/2024	28.40 °C	79.0%	6.3 mm	18.0 kph	6.0
Tien Giang	30/09/2024	28.20 °C	82.0%	24.3 mm	17.6 kph	7.0
Tay Ninh	30/09/2024	29.70 °C	72.0%	0.5 mm	19.4 kph	7.0
Binh Duong	30/09/2024	27.50 °C	85.0%	10.7 mm	14.8 kph	7.0
Ho Chi Minh City	01/10/2024	28.40 °C	79.0%	9.3 mm	14.8 kph	7.0
Binh Phuoc	01/10/2024	28.20 °C	81.0%	5.4 mm	14.8 kph	7.0
Dong Nai	01/10/2024	27.00 °C	85.0%	35.5 mm	21.6 kph	7.0
Ba Ria Vung Tau	01/10/2024	28.40 °C	80.0%	9.8 mm	19.8 kph	7.0
Tien Giang	01/10/2024	25.70 °C	75.0%	7.4 mm	26.6 kph	6.0
Tay Ninh	01/10/2024	29.20 °C	74.0%	9.4 mm	19.4 kph	7.0
Binh Duong	01/10/2024	27.40 °C	83.0%	6.6 mm	13.0 kph	7.0
Ho Chi Minh City	02/10/2024	28.30 °C	78.0%	3.9 mm	11.2 kph	7.0
Binh Phuoc	02/10/2024	27.80 °C	82.0%	6.4 mm	9.0 kph	7.0
Dong Nai	02/10/2024	23.30 °C	80.0%	3.2 mm	19.8 kph	5.0
Ba Ria Vung Tau	02/10/2024	28.10 °C	80.0%	13.5 mm	14.4 kph	6.0
Tien Giang	02/10/2024	24.40 °C	60.0%	0.0 mm	21.2 kph	7.0
Tay Ninh	02/10/2024	29.30 °C	73.0%	8.3 mm	13.0 kph	7.0
Binh Duong	02/10/2024	26.10 °C	86.0%	15.1 mm	19.8 kph	6.0
Ho Chi Minh City	03/10/2024	26.80 °C	86.0%	27.1 mm	7.6 kph	6.0
Binh Phuoc	03/10/2024	26.80 °C	86.0%	33.7 mm	7.6 kph	7.0
Dong Nai	03/10/2024	23.30 °C	71.0%	0.0 mm	16.6 kph	6.0
Ba Ria Vung Tau	03/10/2024	27.80 °C	78.0%	17.7 mm	11.9 kph	6.0
Tien Giang	03/10/2024	23.60 °C	52.0%	0.0 mm	21.2 kph	7.0
Tay Ninh	03/10/2024	27.80 °C	78.0%	15.9 mm	14.4 kph	7.0
Binh Duong	03/10/2024	24.90 °C	83.0%	1.3 mm	19.4 kph	6.0
Ho Chi Minh City	04/10/2024	27.20 °C	79.0%	2.8 mm	12.2 kph	7.0
Binh Phuoc	04/10/2024	26.90 °C	82.0%	3.9 mm	10.8 kph	7.0
Dong Nai	04/10/2024	24.10 °C	72.0%	0.5 mm	15.5 kph	6.0
Ba Ria Vung Tau	04/10/2024	27.70 °C	78.0%	11.5 mm	19.4 kph	7.0
Tien Giang	04/10/2024	24.20 °C	56.0%	0.0 mm	9.0 kph	7.0
Tay Ninh	04/10/2024	27.00 °C	79.0%	3.0 mm	14.4 kph	7.0
Binh Duong	04/10/2024	24.20 °C	86.0%	2.8 mm	10.8 kph	5.0
Ho Chi Minh City	05/10/2024	27.60 °C	78.0%	5.0 mm	10.4 kph	7.0
Binh Phuoc	05/10/2024	27.40 °C	81.0%	6.4 mm	11.9 kph	7.0
Dong Nai	05/10/2024	24.00 °C	76.0%	0.2 mm	14.4 kph	6.0
Ba Ria Vung Tau	05/10/2024	28.10 °C	78.0%	15.8 mm	18.0 kph	7.0
Tien Giang	05/10/2024	25.10 °C	60.0%	0.0 mm	9.7 kph	7.0
Tay Ninh	05/10/2024	28.60 °C	73.0%	9.4 mm	11.2 kph	7.0
Binh Duong	05/10/2024	25.00 °C	84.0%	9.6 mm	11.2 kph	6.0
Ho Chi Minh City	06/10/2024	26.00 °C	88.0%	19.4 mm	9.4 kph	6.0
Binh Phuoc	06/10/2024	26.00 °C	89.0%	14.6 mm	10.8 kph	6.0
Dong Nai	06/10/2024	24.40 °C	77.0%	0.3 mm	15.5 kph	6.0
Ba Ria Vung Tau	06/10/2024	27.60 °C	78.0%	11.3 mm	18.7 kph	6.0
Tien Giang	06/10/2024	26.10 °C	59.0%	0.0 mm	10.4 kph	8.0
Tay Ninh	06/10/2024	26.90 °C	83.0%	8.5 mm	12.6 kph	6.0
Binh Duong	06/10/2024	25.70 °C	84.0%	7.2 mm	15.8 kph	6.0
Ho Chi Minh City	07/10/2024	27.00 °C	84.0%	16.6 mm	10.4 kph	7.0
Binh Phuoc	07/10/2024	26.90 °C	84.0%	22.6 mm	14.4 kph	7.0
Dong Nai	07/10/2024	24.20 °C	79.0%	0.1 mm	12.6 kph	6.0
Ba Ria Vung Tau	07/10/2024	27.90 °C	78.0%	14.5 mm	24.1 kph	6.0
Tien Giang	07/10/2024	27.60 °C	60.0%	0.0 mm	14.8 kph	8.0
Tay Ninh	07/10/2024	27.90 °C	78.0%	11.6 mm	16.2 kph	7.0
Binh Duong	07/10/2024	25.70 °C	84.0%	13.1 mm	17.6 kph	6.0
Ho Chi Minh City	08/10/2024	27.00 °C	83.0%	9.1 mm	9.0 kph	7.0
Binh Phuoc	08/10/2024	26.60 °C	85.0%	9.3 mm	7.9 kph	7.0
Dong Nai	08/10/2024	25.00 °C	80.0%	3.6 mm	13.0 kph	6.0
Ba Ria Vung Tau	08/10/2024	27.20 °C	81.0%	9.5 mm	12.6 kph	6.0
Tien Giang	08/10/2024	27.90 °C	58.0%	0.0 mm	15.5 kph	8.0
Tay Ninh	08/10/2024	28.20 °C	77.0%	3.0 mm	11.2 kph	7.0
Binh Duong	08/10/2024	25.80 °C	83.0%	12.9 mm	16.6 kph	6.0
Ho Chi Minh City	09/10/2024	26.00 °C	87.0%	3.5 mm	9.0 kph	6.0
Binh Phuoc	09/10/2024	26.20 °C	86.0%	4.8 mm	13.0 kph	6.0
Dong Nai	09/10/2024	25.50 °C	79.0%	3.8 mm	17.6 kph	6.0
Ba Ria Vung Tau	09/10/2024	27.00 °C	80.0%	5.8 mm	13.0 kph	6.0
Tien Giang	09/10/2024	27.80 °C	59.0%	0.0 mm	13.7 kph	8.0
Tay Ninh	09/10/2024	27.30 °C	82.0%	26.4 mm	13.0 kph	7.0
Binh Duong	09/10/2024	25.50 °C	83.0%	13.3 mm	14.8 kph	6.0
Ho Chi Minh City	10/10/2024	27.20 °C	82.0%	6.1 mm	10.1 kph	7.0
Binh Phuoc	10/10/2024	26.50 °C	87.0%	9.7 mm	10.1 kph	6.0
Dong Nai	10/10/2024	25.10 °C	78.0%	0.2 mm	12.6 kph	6.0
Ba Ria Vung Tau	10/10/2024	27.80 °C	79.0%	6.4 mm	22.7 kph	6.0
Tien Giang	10/10/2024	27.40 °C	61.0%	0.0 mm	15.1 kph	8.0
Tay Ninh	10/10/2024	28.50 °C	75.0%	6.9 mm	11.2 kph	7.0
Binh Duong	10/10/2024	25.40 °C	80.0%	1.3 mm	12.6 kph	6.0
Ho Chi Minh City	11/10/2024	27.80 °C	82.0%	7.1 mm	11.9 kph	7.0
Binh Phuoc	11/10/2024	27.50 °C	83.0%	7.3 mm	13.0 kph	7.0
Dong Nai	11/10/2024	25.00 °C	78.0%	0.0 mm	11.2 kph	6.0
Ba Ria Vung Tau	11/10/2024	28.00 °C	81.0%	3.2 mm	24.1 kph	6.0
Tien Giang	11/10/2024	27.00 °C	60.0%	0.0 mm	16.9 kph	8.0
Tay Ninh	11/10/2024	28.50 °C	76.0%	11.8 mm	15.5 kph	7.0
Binh Duong	11/10/2024	24.90 °C	87.0%	4.3 mm	10.8 kph	6.0
Ho Chi Minh City	12/10/2024	27.70 °C	83.0%	10.8 mm	10.4 kph	7.0
Binh Phuoc	12/10/2024	27.70 °C	83.0%	9.2 mm	15.1 kph	7.0
Dong Nai	12/10/2024	25.40 °C	83.0%	3.3 mm	9.7 kph	6.0
Ba Ria Vung Tau	12/10/2024	28.40 °C	80.0%	9.5 mm	25.2 kph	6.0
Tien Giang	12/10/2024	26.30 °C	73.0%	1.4 mm	15.5 kph	7.0
Tay Ninh	12/10/2024	28.40 °C	78.0%	24.3 mm	14.8 kph	7.0
Binh Duong	12/10/2024	25.60 °C	85.0%	4.2 mm	10.8 kph	6.0
Ho Chi Minh City	13/10/2024	27.70 °C	84.0%	10.4 mm	10.1 kph	7.0
Binh Phuoc	13/10/2024	27.40 °C	86.0%	15.2 mm	9.7 kph	7.0
Dong Nai	13/10/2024	25.90 °C	84.0%	5.2 mm	9.7 kph	6.0
Ba Ria Vung Tau	13/10/2024	28.40 °C	80.0%	3.6 mm	26.3 kph	6.0
Tien Giang	13/10/2024	26.90 °C	76.0%	4.1 mm	15.1 kph	7.0
Tay Ninh	13/10/2024	28.60 °C	78.0%	14.8 mm	10.4 kph	7.0
Binh Duong	13/10/2024	26.00 °C	83.0%	6.8 mm	13.0 kph	6.0
Ho Chi Minh City	14/10/2024	27.80 °C	82.0%	15.5 mm	10.1 kph	7.0
Binh Phuoc	14/10/2024	27.40 °C	84.0%	26.1 mm	8.6 kph	7.0
Dong Nai	14/10/2024	26.40 °C	82.0%	0.6 mm	12.2 kph	6.0
Ba Ria Vung Tau	14/10/2024	28.00 °C	79.0%	11.8 mm	19.4 kph	6.0
Tien Giang	14/10/2024	27.20 °C	73.0%	0.4 mm	15.1 kph	7.0
Tay Ninh	14/10/2024	28.40 °C	77.0%	7.3 mm	13.0 kph	7.0
Binh Duong	14/10/2024	25.70 °C	86.0%	9.3 mm	15.8 kph	6.0
Ho Chi Minh City	15/10/2024	27.50 °C	83.0%	19.8 mm	11.5 kph	7.0
Binh Phuoc	15/10/2024	27.40 °C	83.0%	13.8 mm	10.4 kph	7.0
Dong Nai	15/10/2024	26.50 °C	85.0%	4.3 mm	11.5 kph	6.0
Ba Ria Vung Tau	15/10/2024	28.30 °C	78.0%	16.6 mm	18.0 kph	6.0
Tien Giang	15/10/2024	27.60 °C	74.0%	4.2 mm	16.2 kph	7.0
Tay Ninh	15/10/2024	28.80 °C	75.0%	12.3 mm	13.3 kph	7.0
Binh Duong	15/10/2024	26.00 °C	86.0%	10.4 mm	14.0 kph	6.0
Ho Chi Minh City	16/10/2024	26.80 °C	84.0%	6.3 mm	8.6 kph	7.0
Binh Phuoc	16/10/2024	25.60 °C	89.0%	2.8 mm	10.1 kph	6.0
Dong Nai	16/10/2024	25.90 °C	86.0%	12.7 mm	18.0 kph	6.0
Ba Ria Vung Tau	16/10/2024	27.30 °C	80.0%	20.0 mm	15.1 kph	6.0
Tien Giang	16/10/2024	27.40 °C	71.0%	0.3 mm	14.4 kph	7.0
Tay Ninh	16/10/2024	27.00 °C	79.0%	1.4 mm	12.2 kph	7.0
Binh Duong	16/10/2024	25.80 °C	84.0%	5.5 mm	11.9 kph	6.0
Ho Chi Minh City	17/10/2024	26.60 °C	85.0%	9.9 mm	8.6 kph	7.0
Binh Phuoc	17/10/2024	26.30 °C	85.0%	12.8 mm	8.6 kph	6.0
Dong Nai	17/10/2024	26.00 °C	85.0%	2.1 mm	11.9 kph	6.0
Ba Ria Vung Tau	17/10/2024	26.90 °C	82.0%	16.4 mm	12.6 kph	6.0
Tien Giang	17/10/2024	28.00 °C	70.0%	0.2 mm	15.5 kph	7.0
Tay Ninh	17/10/2024	27.20 °C	80.0%	13.3 mm	9.4 kph	7.0
Binh Duong	17/10/2024	25.90 °C	84.0%	1.8 mm	10.4 kph	6.0
Ho Chi Minh City	18/10/2024	26.00 °C	88.0%	18.8 mm	10.1 kph	6.0
Binh Phuoc	18/10/2024	25.80 °C	87.0%	8.6 mm	11.2 kph	6.0
Dong Nai	18/10/2024	26.50 °C	84.0%	3.4 mm	12.6 kph	6.0
Ba Ria Vung Tau	18/10/2024	26.30 °C	82.0%	19.0 mm	14.0 kph	6.0
Tien Giang	18/10/2024	28.00 °C	74.0%	2.8 mm	15.1 kph	7.0
Tay Ninh	18/10/2024	26.10 °C	84.0%	11.1 mm	11.2 kph	6.0
Binh Duong	18/10/2024	26.00 °C	85.0%	2.2 mm	11.9 kph	6.0
Ho Chi Minh City	19/10/2024	25.30 °C	90.0%	10.9 mm	15.1 kph	6.0
Binh Phuoc	19/10/2024	24.90 °C	92.0%	13.4 mm	10.8 kph	6.0
Dong Nai	19/10/2024	26.60 °C	84.0%	4.0 mm	10.8 kph	6.0
Ba Ria Vung Tau	19/10/2024	26.30 °C	85.0%	29.4 mm	19.1 kph	6.0
Tien Giang	19/10/2024	27.60 °C	77.0%	17.0 mm	14.8 kph	7.0
Tay Ninh	19/10/2024	26.30 °C	85.0%	16.4 mm	14.4 kph	6.0
Binh Duong	19/10/2024	26.10 °C	84.0%	2.3 mm	12.2 kph	6.0
Ho Chi Minh City	20/10/2024	26.10 °C	87.0%	21.2 mm	13.7 kph	7.0
Binh Phuoc	20/10/2024	26.00 °C	87.0%	20.8 mm	14.8 kph	7.0
Dong Nai	20/10/2024	26.20 °C	85.0%	12.0 mm	10.8 kph	6.0
Ba Ria Vung Tau	20/10/2024	26.90 °C	79.0%	16.5 mm	24.1 kph	6.0
Tien Giang	20/10/2024	27.70 °C	73.0%	12.6 mm	16.9 kph	7.0
Tay Ninh	20/10/2024	26.90 °C	82.0%	16.5 mm	18.4 kph	7.0
Binh Duong	20/10/2024	25.00 °C	89.0%	9.9 mm	12.2 kph	6.0
Ho Chi Minh City	21/10/2024	26.30 °C	87.0%	6.3 mm	13.3 kph	7.0
Binh Phuoc	21/10/2024	26.30 °C	87.0%	7.3 mm	14.4 kph	7.0
Dong Nai	21/10/2024	25.70 °C	87.0%	12.4 mm	9.0 kph	6.0
Ba Ria Vung Tau	21/10/2024	27.20 °C	82.0%	12.9 mm	20.5 kph	6.0
Tien Giang	21/10/2024	25.50 °C	82.0%	6.9 mm	7.9 kph	6.0
Tay Ninh	21/10/2024	27.10 °C	82.0%	6.2 mm	15.5 kph	7.0
Binh Duong	21/10/2024	24.90 °C	91.0%	34.2 mm	10.8 kph	6.0
Ho Chi Minh City	22/10/2024	24.40 °C	95.0%	27.7 mm	12.6 kph	6.0
Binh Phuoc	22/10/2024	23.90 °C	96.0%	41.4 mm	11.5 kph	6.0
Dong Nai	22/10/2024	25.50 °C	87.0%	12.8 mm	20.5 kph	6.0
Ba Ria Vung Tau	22/10/2024	25.30 °C	91.0%	38.6 mm	26.6 kph	6.0
Tien Giang	22/10/2024	27.90 °C	67.0%	1.5 mm	20.5 kph	7.0
Tay Ninh	22/10/2024	25.00 °C	89.0%	27.3 mm	14.8 kph	6.0
Binh Duong	22/10/2024	25.80 °C	87.0%	36.5 mm	17.6 kph	6.0
Ho Chi Minh City	23/10/2024	25.00 °C	91.0%	9.1 mm	10.8 kph	6.0
Binh Phuoc	23/10/2024	24.30 °C	93.0%	5.9 mm	10.4 kph	6.0
Dong Nai	23/10/2024	24.60 °C	85.0%	14.4 mm	19.8 kph	6.0
Ba Ria Vung Tau	23/10/2024	25.40 °C	85.0%	5.1 mm	13.3 kph	6.0
Tien Giang	23/10/2024	27.60 °C	53.0%	0.0 mm	21.6 kph	8.0
Tay Ninh	23/10/2024	26.90 °C	79.0%	7.2 mm	14.4 kph	7.0
Binh Duong	23/10/2024	25.40 °C	83.0%	22.8 mm	18.4 kph	6.0
Ho Chi Minh City	24/10/2024	26.80 °C	78.0%	0.5 mm	13.0 kph	7.0
Binh Phuoc	24/10/2024	26.40 °C	80.0%	1.9 mm	13.0 kph	7.0
Dong Nai	24/10/2024	24.30 °C	76.0%	0.5 mm	14.0 kph	6.0
Ba Ria Vung Tau	24/10/2024	27.40 °C	76.0%	0.7 mm	17.6 kph	7.0
Tien Giang	24/10/2024	26.60 °C	49.0%	0.0 mm	10.8 kph	8.0
Tay Ninh	24/10/2024	28.20 °C	72.0%	0.3 mm	13.3 kph	7.0
Binh Duong	24/10/2024	24.50 °C	81.0%	1.9 mm	20.2 kph	6.0
Ho Chi Minh City	25/10/2024	27.30 °C	80.0%	2.4 mm	15.1 kph	7.0
Binh Phuoc	25/10/2024	26.90 °C	82.0%	1.7 mm	12.6 kph	7.0
Dong Nai	25/10/2024	23.70 °C	71.0%	0.0 mm	13.3 kph	7.0
Ba Ria Vung Tau	25/10/2024	28.00 °C	78.0%	3.2 mm	21.2 kph	7.0
Tien Giang	25/10/2024	26.40 °C	42.0%	0.0 mm	13.3 kph	8.0
Tay Ninh	25/10/2024	28.30 °C	73.0%	0.6 mm	20.5 kph	7.0
Binh Duong	25/10/2024	24.30 °C	75.0%	0.0 mm	19.1 kph	7.0
Ho Chi Minh City	26/10/2024	26.50 °C	83.0%	1.9 mm	13.7 kph	6.0
Binh Phuoc	26/10/2024	26.50 °C	85.0%	3.5 mm	12.2 kph	6.0
Dong Nai	26/10/2024	22.30 °C	76.0%	64.8 mm	26.3 kph	6.0
Ba Ria Vung Tau	26/10/2024	27.50 °C	81.0%	7.5 mm	22.0 kph	6.0
Tien Giang	26/10/2024	26.60 °C	42.0%	0.8 mm	25.9 kph	7.0
Tay Ninh	26/10/2024	28.00 °C	74.0%	0.2 mm	15.8 kph	7.0
Binh Duong	26/10/2024	20.10 °C	88.0%	27.1 mm	32.4 kph	5.0
Ho Chi Minh City	27/10/2024	25.70 °C	87.0%	4.3 mm	10.1 kph	6.0
Binh Phuoc	27/10/2024	25.90 °C	89.0%	4.8 mm	13.0 kph	6.0
Dong Nai	27/10/2024	20.50 °C	94.0%	97.9 mm	37.4 kph	5.0
Ba Ria Vung Tau	27/10/2024	27.20 °C	83.0%	15.1 mm	23.4 kph	6.0
Tien Giang	27/10/2024	19.80 °C	87.0%	31.8 mm	21.2 kph	5.0
Tay Ninh	27/10/2024	26.00 °C	83.0%	6.1 mm	11.9 kph	6.0
Binh Duong	27/10/2024	22.50 °C	80.0%	0.3 mm	22.7 kph	6.0
Ho Chi Minh City	28/10/2024	23.20 °C	96.0%	23.5 mm	8.3 kph	5.0
Binh Phuoc	28/10/2024	23.40 °C	97.0%	30.6 mm	9.4 kph	5.0
Dong Nai	28/10/2024	20.60 °C	94.0%	68.9 mm	31.7 kph	5.0
Ba Ria Vung Tau	28/10/2024	25.00 °C	91.0%	30.0 mm	28.4 kph	6.0
Tien Giang	28/10/2024	20.10 °C	88.0%	4.1 mm	20.2 kph	5.0
Tay Ninh	28/10/2024	23.20 °C	93.0%	9.8 mm	9.0 kph	5.0
Binh Duong	28/10/2024	21.50 °C	86.0%	10.8 mm	10.8 kph	5.0
Ho Chi Minh City	29/10/2024	25.20 °C	84.0%	2.4 mm	17.6 kph	6.0
Binh Phuoc	29/10/2024	25.30 °C	86.0%	5.4 mm	15.1 kph	6.0
Dong Nai	29/10/2024	20.50 °C	95.0%	28.5 mm	20.9 kph	5.0
Ba Ria Vung Tau	29/10/2024	26.10 °C	83.0%	9.2 mm	17.3 kph	6.0
Tien Giang	29/10/2024	20.30 °C	87.0%	3.9 mm	14.4 kph	5.0
Tay Ninh	29/10/2024	25.80 °C	79.0%	1.4 mm	14.0 kph	7.0
Binh Duong	29/10/2024	22.60 °C	87.0%	1.3 mm	8.6 kph	5.0
Ho Chi Minh City	30/10/2024	26.40 °C	82.0%	1.9 mm	14.0 kph	7.0
Binh Phuoc	30/10/2024	26.20 °C	84.0%	4.8 mm	13.3 kph	7.0
Dong Nai	30/10/2024	21.70 °C	92.0%	20.9 mm	19.4 kph	5.0
Ba Ria Vung Tau	30/10/2024	27.00 °C	82.0%	5.3 mm	20.5 kph	6.0
Tien Giang	30/10/2024	24.20 °C	66.0%	0.0 mm	10.8 kph	6.0
Tay Ninh	30/10/2024	27.20 °C	76.0%	1.1 mm	13.3 kph	7.0
